Number	Family	Genus	Species	Latitude	Longitude	Alt	date
A35-20140728-144	Crambidae	Strepsinoma	Strepsinoma croesusalis	24.41809	121.78984	245	20140728
A37-20150812-128	Crambidae	Strepsinoma	Strepsinoma croesusalis	24.53687	121.83858	278	20150812
V22-20160728-073	Crambidae	Strepsinoma	Strepsinoma croesusalis	24.176558	120.55142	68	20160728
A35-20140923-085	Nolidae	Meganola	Meganola tesselata	24.41809	121.78984	245	20140923
V12-20130910-041	Geometridae	Scionomia	Scionomia praeditaria	23.618729	120.928362	2300	20130910
V01-20130403-026	Limacodidae	Phlossa	Phlossa conjuncta	24.176292	120.562168	168	20130403
V10-20130413-063	Limacodidae	Phlossa	Phlossa conjuncta	23.665211	120.633595	296	20130413
V10-20130413-066	Limacodidae	Phlossa	Phlossa conjuncta	23.665211	120.633595	296	20130413
V10-20130413-068	Limacodidae	Phlossa	Phlossa conjuncta	23.665211	120.633595	296	20130413
A35-20130417-057	Limacodidae	Phlossa	Phlossa conjuncta	24.41809	121.78984	245	20130417
A35-20130417-058	Limacodidae	Phlossa	Phlossa conjuncta	24.41809	121.78984	245	20130417
V02-20130603-115	Limacodidae	Phlossa	Phlossa conjuncta	24.051142	120.780668	312	20130603
V02-20130801-119	Limacodidae	Phlossa	Phlossa conjuncta	24.051142	120.780668	312	20130801
V15-20140327-044	Limacodidae	Phlossa	Phlossa conjuncta	23.690748	120.62233	161	20140327
V01-20140330-037	Limacodidae	Phlossa	Phlossa conjuncta	24.176292	120.562168	168	20140330
V01-20140330-038	Limacodidae	Phlossa	Phlossa conjuncta	24.176292	120.562168	168	20140330
V01-20140330-039	Limacodidae	Phlossa	Phlossa conjuncta	24.176292	120.562168	168	20140330
V01-20140330-040	Limacodidae	Phlossa	Phlossa conjuncta	24.176292	120.562168	168	20140330
V01-20140330-047	Limacodidae	Phlossa	Phlossa conjuncta	24.176292	120.562168	168	20140330
V02-20140501-183	Limacodidae	Phlossa	Phlossa conjuncta	24.051142	120.780668	312	20140501
V02-20140501-184	Limacodidae	Phlossa	Phlossa conjuncta	24.051142	120.780668	312	20140501
V09-20140524-059	Limacodidae	Phlossa	Phlossa conjuncta	24.145417	120.557194	83	20140524
V09-20140524-060	Limacodidae	Phlossa	Phlossa conjuncta	24.145417	120.557194	83	20140524
V09-20140524-061	Limacodidae	Phlossa	Phlossa conjuncta	24.145417	120.557194	83	20140524
V10-20140530-109	Limacodidae	Phlossa	Phlossa conjuncta	23.665211	120.633595	296	20140530
V10-20140530-112	Limacodidae	Phlossa	Phlossa conjuncta	23.665211	120.633595	296	20140530
V07-20140704-044	Limacodidae	Phlossa	Phlossa conjuncta	24.22315	120.762824	390	20140704
V15-20140721-056	Limacodidae	Phlossa	Phlossa conjuncta	23.690748	120.62233	161	20140721
A35-20140728-096	Limacodidae	Phlossa	Phlossa conjuncta	24.41809	121.78984	245	20140728
A35-20140728-097	Limacodidae	Phlossa	Phlossa conjuncta	24.41809	121.78984	245	20140728
V10-20140730-119	Limacodidae	Phlossa	Phlossa conjuncta	23.665211	120.633595	296	20140730
V10-20140730-120	Limacodidae	Phlossa	Phlossa conjuncta	23.665211	120.633595	296	20140730
V15-20140823-022	Limacodidae	Phlossa	Phlossa conjuncta	23.690748	120.62233	161	20140823
V15-20141017-023	Limacodidae	Phlossa	Phlossa conjuncta	23.690748	120.62233	161	20141017
V21-20150328-009	Limacodidae	Phlossa	Phlossa conjuncta	24.178792	120.549339	42	20150328
V21-20150328-010	Limacodidae	Phlossa	Phlossa conjuncta	24.178792	120.549339	42	20150328
V23-20150331-042	Limacodidae	Phlossa	Phlossa conjuncta	24.23196	120.73736	302	20150331
V23-20150424-010	Limacodidae	Phlossa	Phlossa conjuncta	24.23196	120.73736	302	20150424
V23-20150424-016	Limacodidae	Phlossa	Phlossa conjuncta	24.23196	120.73736	302	20150424
V21-20150426-021	Limacodidae	Phlossa	Phlossa conjuncta	24.178792	120.549339	42	20150426
A46-20150513-112	Limacodidae	Phlossa	Phlossa conjuncta	23.266046	120.825008	1004	20150513
V23-20150515-019	Limacodidae	Phlossa	Phlossa conjuncta	24.23196	120.73736	302	20150515
V19-20150515-142	Limacodidae	Phlossa	Phlossa conjuncta	25.157501	121.511441	517	20150515
V19-20150515-143	Limacodidae	Phlossa	Phlossa conjuncta	25.157501	121.511441	517	20150515
V07-20150516-026	Limacodidae	Phlossa	Phlossa conjuncta	24.22315	120.762824	390	20150516
V15-20150516-045	Limacodidae	Phlossa	Phlossa conjuncta	23.690748	120.62233	161	20150516
V15-20150516-046	Limacodidae	Phlossa	Phlossa conjuncta	23.690748	120.62233	161	20150516
V15-20150613-029	Limacodidae	Phlossa	Phlossa conjuncta	23.690748	120.62233	161	20150613
V15-20150613-030	Limacodidae	Phlossa	Phlossa conjuncta	23.690748	120.62233	161	20150613
V15-20150613-031	Limacodidae	Phlossa	Phlossa conjuncta	23.690748	120.62233	161	20150613
V21-20150912-003	Limacodidae	Phlossa	Phlossa conjuncta	24.178792	120.549339	42	20150912
V21-20150912-004	Limacodidae	Phlossa	Phlossa conjuncta	24.178792	120.549339	42	20150912
V28-20160408-087	Limacodidae	Phlossa	Phlossa conjuncta	24.267956	120.781725	428	20160408
V28-20160408-088	Limacodidae	Phlossa	Phlossa conjuncta	24.267956	120.781725	428	20160408
A46-20160426-273	Limacodidae	Phlossa	Phlossa conjuncta	23.266046	120.825008	1004	20160426
V18-20160506-142	Limacodidae	Phlossa	Phlossa conjuncta	24.175736	120.791587	532	20160506
A46-20160602-083	Limacodidae	Phlossa	Phlossa conjuncta	23.266046	120.825008	1004	20160602
V18-20160701-033	Limacodidae	Phlossa	Phlossa conjuncta	24.175736	120.791587	532	20160701
V18-20160701-034	Limacodidae	Phlossa	Phlossa conjuncta	24.175736	120.791587	532	20160701
A37-20160714-014	Limacodidae	Phlossa	Phlossa conjuncta	24.53687	121.83858	278	20160714
A32-20120222-075	Geometridae	Alcis	Alcis taiwanovariegata	24.273494	120.948004	1000	20120222
V14-20130428-024	Geometridae	Alcis	Alcis semiusta	23.712426	120.90843	1525	20130428
V14-20130428-025	Geometridae	Alcis	Alcis semiusta	23.712426	120.90843	1525	20130428
V04-20130509-024	Geometridae	Alcis	Alcis semiusta	24.257227	121.008787	2287	20130509
V12-20130528-034	Geometridae	Alcis	Alcis semiusta	23.618729	120.928362	2300	20130528
V12-20130528-036	Geometridae	Alcis	Alcis semiusta	23.618729	120.928362	2300	20130528
V04-20130606-047	Geometridae	Alcis	Alcis semiusta	24.257227	121.008787	2287	20130606
V04-20130606-076	Geometridae	Alcis	Alcis semiusta	24.257227	121.008787	2287	20130606
V03-20130606-076	Geometridae	Alcis	Alcis taiwanovariegata	23.619961	120.802242	1721	20130606
V12-20130628-026	Geometridae	Alcis	Alcis semiusta	23.618729	120.928362	2300	20130628
V12-20131223-005	Geometridae	Alcis	Alcis semiusta	23.618729	120.928362	2300	20131223
V12-20140217-004	Geometridae	Alcis	Alcis semiusta	23.618729	120.928362	2300	20140217
V12-20140316-009	Geometridae	Alcis	Alcis semiusta	23.618729	120.928362	2300	20140316
V12-20140413-042	Geometridae	Alcis	Alcis semiusta	23.618729	120.928362	2300	20140413
V12-20140413-050	Geometridae	Alcis	Alcis taiwanovariegata	23.618729	120.928362	2300	20140413
V04-20140721-161	Geometridae	Alcis	Alcis semiusta	24.257227	121.008787	2287	20140721
V04-20150223-023	Geometridae	Alcis	Alcis semiusta	24.257227	121.008787	2287	20150223
V04-20150320-114	Geometridae	Alcis	Alcis semiusta	24.257227	121.008787	2287	20150320
A47-20150512-099	Geometridae	Alcis	Alcis semiusta	23.283033	120.919764	2082	20150512
A48-20150512-096	Geometridae	Alcis	Alcis semiusta	23.286559	120.897641	1900	20150512
V04-20150920-114	Geometridae	Alcis	Alcis semiusta	24.257227	121.008787	2287	20150920
V04-20151031-054	Geometridae	Alcis	Alcis semiusta	24.257227	121.008787	2287	20151031
V04-20151031-055	Geometridae	Alcis	Alcis semiusta	24.257227	121.008787	2287	20151031
A47-20151110-065	Geometridae	Alcis	Alcis semiusta	23.283033	120.919764	2082	20151110
A47-20151110-078	Geometridae	Alcis	Alcis semiusta	23.283033	120.919764	2082	20151110
V04-20151230-015	Geometridae	Alcis	Alcis semiusta	24.257227	121.008787	2287	20151230
V04-20151230-016	Geometridae	Alcis	Alcis semiusta	24.257227	121.008787	2287	20151230
V04-20151230-017	Geometridae	Alcis	Alcis semiusta	24.257227	121.008787	2287	20151230
V27-20160105-006	Geometridae	Alcis	Alcis semiusta	23.482643	120.885878	2470	20160105
A52-20160222-054	Geometridae	Alcis	Alcis semiusta	23.277222	120.917283	2234	20160222
V27-20160319-008	Geometridae	Alcis	Alcis semiusta	23.482643	120.885878	2470	20160319
A47-20160425-051	Geometridae	Alcis	Alcis semiusta	23.283033	120.919764	2082	20160425
A48-20160425-099	Geometridae	Alcis	Alcis semiusta	23.286559	120.897641	1900	20160425
A52-20160601-159	Geometridae	Alcis	Alcis semiusta	23.277222	120.917283	2234	20160601
A48-20160601-042	Geometridae	Alcis	Alcis semiusta	23.286559	120.897641	1900	20160601
A32-20111123-012	Erebidae	Hypena	Hypena iconicalis	24.273494	120.948004	1000	20111123
V03-20130409-160	Erebidae	Hypena	Hypena iconicalis	23.619961	120.802242	1721	20130409
A35-20130805-033	Erebidae	Hypena	Hypena iconicalis	24.41809	121.78984	245	20130805
A34-20130902-025	Erebidae	Hypena	Hypena iconicalis	24.81502	121.41285	670	20130902
A34-20130902-026	Erebidae	Hypena	Hypena iconicalis	24.81502	121.41285	670	20130902
A34-20130902-055	Erebidae	Hypena	Hypena iconicalis	24.81502	121.41285	670	20130902
V11-20131005-048	Erebidae	Hypena	Hypena iconicalis	23.058381	120.733335	1427	20131005
V02-20131201-061	Erebidae	Hypena	Hypena iconicalis	24.051142	120.780668	312	20131201
V02-20131201-062	Erebidae	Hypena	Hypena iconicalis	24.051142	120.780668	312	20131201
A38-20140325-011	Erebidae	Hypena	Hypena iconicalis	23.955256	121.17201	1220	20140325
V10-20140328-050	Erebidae	Hypena	Hypena iconicalis	23.665211	120.633595	296	20140328
V08-20140503-013	Erebidae	Hypena	Hypena iconicalis	24.252418	120.763478	506	20140503
A35-20140728-026	Erebidae	Hypena	Hypena iconicalis	24.41809	121.78984	245	20140728
A34-20140826-016	Erebidae	Hypena	Hypena iconicalis	24.81502	121.41285	670	20140826
A34-20140826-017	Erebidae	Hypena	Hypena iconicalis	24.81502	121.41285	670	20140826
A34-20140826-018	Erebidae	Hypena	Hypena iconicalis	24.81502	121.41285	670	20140826
A40-20140924-064	Erebidae	Hypena	Hypena iconicalis	24.3208	121.7209	280	20140924
V18-20150414-006	Erebidae	Hypena	Hypena iconicalis	24.175736	120.791587	532	20150414
V18-20150610-018	Erebidae	Hypena	Hypena iconicalis	24.175736	120.791587	532	20150610
V17-20151003-033	Erebidae	Hypena	Hypena iconicalis	22.967711	120.68557	750	20151003
A34-20151006-059	Erebidae	Hypena	Hypena iconicalis	24.81502	121.41285	670	20151006
A34-20151006-060	Erebidae	Hypena	Hypena iconicalis	24.81502	121.41285	670	20151006
A34-20151006-061	Erebidae	Hypena	Hypena iconicalis	24.81502	121.41285	670	20151006
V17-20151205-033	Erebidae	Hypena	Hypena iconicalis	22.967711	120.68557	750	20151205
A48-20160222-009	Erebidae	Hypena	Hypena iconicalis	23.286559	120.897641	1900	20160222
V28-20160604-018	Erebidae	Hypena	Hypena iconicalis	24.267956	120.781725	428	20160604
A35-20160712-072	Erebidae	Hypena	Hypena iconicalis	24.41809	121.78984	245	20160712
A43-20160713-171	Erebidae	Hypena	Hypena iconicalis	24.31492	121.72523	549	20160713
V24-20160730-098	Erebidae	Hypena	Hypena iconicalis	22.887435	120.738201	1041	20160730
A34-20130506-006	Noctuidae	Karana	Karana hoenei marcida	24.81502	121.41285	670	20130506
A35-20131202-004	Noctuidae	Karana	Karana gemmifera	24.41809	121.78984	245	20131202
A43-20150611-143	Noctuidae	Karana	Karana hoenei marcida	24.31492	121.72523	549	20150611
V02-20131201-051	Noctuidae	Sesamia	Sesamia submarginalis	24.051142	120.780668	312	20131201
V02-20140204-081	Noctuidae	Sesamia	Sesamia submarginalis	24.051142	120.780668	312	20140204
A45-20141118-069	Noctuidae	Sesamia	Sesamia submarginalis	24.28848	121.71066	1018	20141118
A32-20111024-026	Geometridae	Alcis	Alcis taiwanovariegata	24.273494	120.948004	1000	20111024
A32-20111024-049	Geometridae	Alcis	Alcis taiwanovariegata	24.273494	120.948004	1000	20111024
A32-20111123-028	Geometridae	Alcis	Alcis taiwanovariegata	24.273494	120.948004	1000	20111123
A32-20111123-029	Geometridae	Alcis	Alcis taiwanovariegata	24.273494	120.948004	1000	20111123
A32-20111123-051	Geometridae	Alcis	Alcis taiwanovariegata	24.273494	120.948004	1000	20111123
A33-20130115-010	Geometridae	Alcis	Alcis taiwanovariegata	23.95292	121.178856	1200	20130115
A33-20130115-011	Geometridae	Alcis	Alcis taiwanovariegata	23.95292	121.178856	1200	20130115
A33-20130115-012	Geometridae	Alcis	Alcis taiwanovariegata	23.95292	121.178856	1200	20130115
V02-20130407-043	Geometridae	Alcis	Alcis taiwanovariegata	24.051142	120.780668	312	20130407
V04-20130411-048	Geometridae	Alcis	Alcis taiwanovariegata	24.257227	121.008787	2287	20130411
V06-20130412-035	Geometridae	Alcis	Alcis taiwanovariegata	24.576929	120.884343	100	20130412
V06-20130412-036	Geometridae	Alcis	Alcis taiwanovariegata	24.576929	120.884343	100	20130412
V08-20130413-040	Geometridae	Alcis	Alcis taiwanovariegata	24.252418	120.763478	506	20130413
V10-20130413-020	Geometridae	Alcis	Alcis taiwanovariegata	23.665211	120.633595	296	20130413
V10-20130413-021	Geometridae	Alcis	Alcis taiwanovariegata	23.665211	120.633595	296	20130413
A38-20130416-062	Geometridae	Alcis	Alcis taiwanovariegata	23.955256	121.17201	1220	20130416
A35-20130417-040	Geometridae	Alcis	Alcis taiwanovariegata	24.41809	121.78984	245	20130417
V04-20130509-016	Geometridae	Alcis	Alcis taiwanovariegata	24.257227	121.008787	2287	20130509
V04-20130509-017	Geometridae	Alcis	Alcis taiwanovariegata	24.257227	121.008787	2287	20130509
V04-20130509-020	Geometridae	Alcis	Alcis taiwanovariegata	24.257227	121.008787	2287	20130509
V12-20130528-027	Geometridae	Alcis	Alcis taiwanovariegata	23.618729	120.928362	2300	20130528
V12-20130528-028	Geometridae	Alcis	Alcis taiwanovariegata	23.618729	120.928362	2300	20130528
V12-20130528-029	Geometridae	Alcis	Alcis taiwanovariegata	23.618729	120.928362	2300	20130528
A35-20130605-083	Geometridae	Alcis	Alcis taiwanovariegata	24.41809	121.78984	245	20130605
V04-20130606-041	Geometridae	Alcis	Alcis semiusta	24.257227	121.008787	2287	20130606
V04-20130606-042	Geometridae	Alcis	Alcis taiwanovariegata	24.257227	121.008787	2287	20130606
V04-20130606-044	Geometridae	Alcis	Alcis taiwanovariegata	24.257227	121.008787	2287	20130606
V04-20130606-064	Geometridae	Alcis	Alcis taiwanovariegata	24.257227	121.008787	2287	20130606
V03-20130606-087	Geometridae	Alcis	Alcis taiwanovariegata	23.619961	120.802242	1721	20130606
V03-20130606-089	Geometridae	Alcis	Alcis taiwanovariegata	23.619961	120.802242	1721	20130606
V13-20130608-046	Geometridae	Alcis	Alcis taiwanovariegata	24.777422	121.502043	418	20130608
A38-20130610-009	Geometridae	Alcis	Alcis taiwanovariegata	23.955256	121.17201	1220	20130610
A38-20130610-010	Geometridae	Alcis	Alcis taiwanovariegata	23.955256	121.17201	1220	20130610
V12-20130628-024	Geometridae	Alcis	Alcis taiwanovariegata	23.618729	120.928362	2300	20130628
V12-20130628-028	Geometridae	Alcis	Alcis taiwanovariegata	23.618729	120.928362	2300	20130628
V03-20130708-009	Geometridae	Alcis	Alcis taiwanovariegata	23.619961	120.802242	1721	20130708
V03-20130708-012	Geometridae	Alcis	Alcis taiwanovariegata	23.619961	120.802242	1721	20130708
V03-20130708-013	Geometridae	Alcis	Alcis taiwanovariegata	23.619961	120.802242	1721	20130708
A34-20130709-023	Geometridae	Arichanna	Arichanna marginata	24.81502	121.41285	670	20130709
V11-20130810-023	Geometridae	Alcis	Alcis taiwanovariegata	23.058381	120.733335	1427	20130810
A34-20130902-129	Geometridae	Alcis	Alcis taiwanovariegata	24.81502	121.41285	670	20130902
A34-20130902-130	Geometridae	Alcis	Alcis taiwanovariegata	24.81502	121.41285	670	20130902
V03-20130909-008	Geometridae	Alcis	Alcis taiwanovariegata	23.619961	120.802242	1721	20130909
V03-20130909-023	Geometridae	Alcis	Alcis taiwanovariegata	23.619961	120.802242	1721	20130909
V03-20130909-024	Geometridae	Alcis	Alcis taiwanovariegata	23.619961	120.802242	1721	20130909
V12-20130910-016	Geometridae	Alcis	Alcis taiwanovariegata	23.618729	120.928362	2300	20130910
V12-20130910-025	Geometridae	Alcis	Alcis taiwanovariegata	23.618729	120.928362	2300	20130910
V11-20131005-017	Geometridae	Alcis	Alcis taiwanovariegata	23.058381	120.733335	1427	20131005
V11-20131005-019	Geometridae	Alcis	Alcis taiwanovariegata	23.058381	120.733335	1427	20131005
V11-20131005-020	Geometridae	Alcis	Alcis taiwanovariegata	23.058381	120.733335	1427	20131005
